"#uml_file, file_path, file_url, file_id, repo_id, repo_user, repo_name, author, commiter, modifications, repo_age, file_age, commits_before, commits_after"
model.uml,bin/es/iessaladillo/juegos/saladillo/casodeuso/model.uml,https://raw.githubusercontent.com/javiergra/SaladilloHeroesTeam1/master/bin/es/iessaladillo/juegos/saladillo/casodeuso/model.uml,94,1,javiergra,SaladilloHeroesTeam1,8,8,0,1056,1048,38,81
model.uml,src/es/iessaladillo/juegos/saladillo/casodeuso/model.uml,https://raw.githubusercontent.com/javiergra/SaladilloHeroesTeam1/master/src/es/iessaladillo/juegos/saladillo/casodeuso/model.uml,80,1,javiergra,SaladilloHeroesTeam1,9,9,1,1056,1050,32,87
model.uml,src/es/iessaladillo/juegos/saladillo/dsecuencia/model.uml,https://raw.githubusercontent.com/javiergra/SaladilloHeroesTeam1/master/src/es/iessaladillo/juegos/saladillo/dsecuencia/model.uml,113,1,javiergra,SaladilloHeroesTeam1,6,6,1,1056,1034,84,35
D01_MODUL2REVISI_APSD_3.uml,D01_MODUL2REVISI_APSD_3.uml,https://raw.githubusercontent.com/initrunlevel0/Wismatamu-UML/master/D01_MODUL2REVISI_APSD_3.uml,291,2,initrunlevel0,Wismatamu-UML,11,11,1,1056,1056,1,1
SVG-Generator.uml,uml/SVG-Generator.uml,https://raw.githubusercontent.com/Fannon/svg-generator/master/uml/SVG-Generator.uml,387,3,Fannon,svg-generator,13,13,0,1324,1324,0,8
ETCS On-Board.uml,Interface-Document/PapyrusModel/functional_breakdown_subset-26/Functional Breakdown OpenETCS/ETCS On-Board.uml,https://raw.githubusercontent.com/openETCS/SSRS/master/Interface-Document/PapyrusModel/functional_breakdown_subset-26/Functional Breakdown OpenETCS/ETCS On-Board.uml,498,4,openETCS,SSRS,20,20,1,1081,934,29,16
model.uml,Interface-Document/PapyrusModel/high_level_functions/model.uml,https://raw.githubusercontent.com/openETCS/SSRS/master/Interface-Document/PapyrusModel/high_level_functions/model.uml,491,4,openETCS,SSRS,16,16,3,1081,936,26,19
Scratcher.uml,Scratcher.uml,https://raw.githubusercontent.com/whypro/Scratcher/master/Scratcher.uml,573,5,whypro,Scratcher,24,24,0,1055,1023,11,6
Sprint1_v02_release_proposed_architecture.uml,group19/architecture/Sprint1_v02_release_proposed_architecture.uml,https://raw.githubusercontent.com/TeddyTeddy/WebBasedPhotoAlbum/master/group19/architecture/Sprint1_v02_release_proposed_architecture.uml,678,6,TeddyTeddy,WebBasedPhotoAlbum,27,27,0,1054,1054,1,0
factory-method-design-pattern.uml,factory-method-design-pattern.uml,https://raw.githubusercontent.com/prithvid/factory-method-design-pattern/master/factory-method-design-pattern.uml,719,7,prithvid,factory-method-design-pattern,28,28,0,1056,1056,6,1
Package1_0903.uml,build/asggl-model/msvc/asgglModel/ModelDefinition/Package1_0903.uml,https://raw.githubusercontent.com/KevinMackenzie/asggl/master/build/asggl-model/msvc/asgglModel/ModelDefinition/Package1_0903.uml,1269,8,KevinMackenzie,asggl,31,31,0,1097,945,13,6
Package1_0932.uml,build/asggl-model/msvc/asgglModel/ModelDefinition/Package1_0932.uml,https://raw.githubusercontent.com/KevinMackenzie/asggl/master/build/asggl-model/msvc/asgglModel/ModelDefinition/Package1_0932.uml,1229,8,KevinMackenzie,asggl,31,31,1,1097,956,12,7
Package2_0932.uml,build/asggl-model/msvc/asgglModel/ModelDefinition/Package2_0932.uml,https://raw.githubusercontent.com/KevinMackenzie/asggl/master/build/asggl-model/msvc/asgglModel/ModelDefinition/Package2_0932.uml,1233,8,KevinMackenzie,asggl,31,31,1,1097,956,12,7
Package_0755.uml,build/asggl-model/msvc/asgglModel/ModelDefinition/Package_0755.uml,https://raw.githubusercontent.com/KevinMackenzie/asggl/master/build/asggl-model/msvc/asgglModel/ModelDefinition/Package_0755.uml,1270,8,KevinMackenzie,asggl,31,31,0,1097,945,13,6
Package_0814.uml,build/asggl-model/msvc/asgglModel/ModelDefinition/Package_0814.uml,https://raw.githubusercontent.com/KevinMackenzie/asggl/master/build/asggl-model/msvc/asgglModel/ModelDefinition/Package_0814.uml,1796,8,KevinMackenzie,asggl,31,31,0,1097,897,15,4
